CMDLINE ./rush-hour
MEM 0.703125 1553276946.9837
MEM 3.058594 1553276947.0239
MEM 3.058594 1553276947.0642
MEM 3.058594 1553276947.1044
MEM 3.058594 1553276947.1447
MEM 3.058594 1553276947.1849
MEM 3.316406 1553276947.2251
MEM 3.316406 1553276947.2653
MEM 3.316406 1553276947.3055
